Process Id = 259, Previous Burst Time = 27, New Burst Time = 0, Response Time = 81, Turn Around Time = 108
Process Id = 260, Previous Burst Time = 23, New Burst Time = 0, Response Time = 71, Turn Around Time = 94
Process Id = 261, Previous Burst Time = 66, New Burst Time = 0, Response Time = 49, Turn Around Time = 115
Process Id = 262, Previous Burst Time = 9, New Burst Time = 0, Response Time = 88, Turn Around Time = 97
Process Id = 263, Previous Burst Time = 17, New Burst Time = 0, Response Time = 74, Turn Around Time = 91
Process Id = 264, Previous Burst Time = 83, New Burst Time = 0, Response Time = 25, Turn Around Time = 108
Process Id = 265, Previous Burst Time = 59, New Burst Time = 0, Response Time = 99, Turn Around Time = 158
Process Id = 266, Previous Burst Time = 25, New Burst Time = 0, Response Time = 141, Turn Around Time = 166
Process Id = 267, Previous Burst Time = 38, New Burst Time = 0, Response Time = 83, Turn Around Time = 121
Process Id = 268, Previous Burst Time = 63, New Burst Time = 0, Response Time = 62, Turn Around Time = 125
Process Id = 269, Previous Burst Time = 25, New Burst Time = 0, Response Time = 100, Turn Around Time = 125
Process Id = 270, Previous Burst Time = 1, New Burst Time = 0, Response Time = 87, Turn Around Time = 88
Process Id = 271, Previous Burst Time = 37, New Burst Time = 0, Response Time = 25, Turn Around Time = 62
Process Id = 272, Previous Burst Time = 53, New Burst Time = 0, Response Time = 37, Turn Around Time = 90
Process Id = 46, Previous Burst Time = 99, New Burst Time = 0, Response Time = 11065, Turn Around Time = 11164
Process Id = 274, Previous Burst Time = 80, New Burst Time = 0, Response Time = 152, Turn Around Time = 232
Process Id = 275, Previous Burst Time = 51, New Burst Time = 0, Response Time = 179, Turn Around Time = 230
Process Id = 276, Previous Burst Time = 69, New Burst Time = 0, Response Time = 131, Turn Around Time = 200
Process Id = 277, Previous Burst Time = 72, New Burst Time = 0, Response Time = 120, Turn Around Time = 192
Process Id = 278, Previous Burst Time = 74, New Burst Time = 0, Response Time = 141, Turn Around Time = 215
Process Id = 279, Previous Burst Time = 32, New Burst Time = 0, Response Time = 146, Turn Around Time = 178
Process Id = 280, Previous Burst Time = 82, New Burst Time = 0, Response Time = 106, Turn Around Time = 188
Process Id = 281, Previous Burst Time = 31, New Burst Time = 0, Response Time = 114, Turn Around Time = 145
Process Id = 282, Previous Burst Time = 34, New Burst Time = 0, Response Time = 113, Turn Around Time = 147
Process Id = 283, Previous Burst Time = 95, New Burst Time = 0, Response Time = 64, Turn Around Time = 159
Process Id = 284, Previous Burst Time = 61, New Burst Time = 0, Response Time = 129, Turn Around Time = 190
Process Id = 285, Previous Burst Time = 64, New Burst Time = 0, Response Time = 156, Turn Around Time = 220
Process Id = 286, Previous Burst Time = 100, New Burst Time = 0, Response Time = 125, Turn Around Time = 225
Process Id = 287, Previous Burst Time = 82, New Burst Time = 0, Response Time = 164, Turn Around Time = 246
Process Id = 288, Previous Burst Time = 100, New Burst Time = 0, Response Time = 182, Turn Around Time = 282
